광고세트,연령,유형구분,타겟팅,비용,노출,링크클릭,전환수,전환값,ROAS,CPA
4.더마티컬_MO,25세 ~ 29세,네이버_쇼핑검색,타겟팅,660.0,715,7.0,0.0,0.0,0.0,0.0
4.더마티컬_MO,30세 ~ 34세,네이버_쇼핑검색,타겟팅,1001.0,1121,9.0,2.0,44320.0,4427.572427572428,500.5
4.더마티컬_MO,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,1317,14.0,0.0,0.0,0.0,0.0
4.더마티컬_MO,40세 ~ 44세,네이버_쇼핑검색,타겟팅,660.0,1780,17.0,0.0,0.0,0.0,0.0
4.더마티컬_MO,45세 ~ 49세,네이버_쇼핑검색,타겟팅,671.0,1577,24.0,0.0,0.0,0.0,0.0
4.더마티컬_MO,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,1125,11.0,0.0,0.0,0.0,0.0
4.더마티컬_MO,55세 ~ 59세,네이버_쇼핑검색,타겟팅,682.0,531,14.0,0.0,0.0,0.0,0.0
4.더마티컬_MO,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,542,12.0,0.0,0.0,0.0,0.0
4.더마티컬_MO,알 수 없음,네이버_쇼핑검색,타겟팅,330.0,1550,11.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,2,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,29,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,58,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,81,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,61,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,74,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,54,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,35,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,21,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,18,0.0,0.0,0.0,0.0,0.0
4.더마티컬_PC,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,255,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-MO,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,102,3.0,0.0,0.0,0.0,0.0
4.사기헤어오일-MO,14세 미만,네이버_쇼핑검색,타겟팅,0.0,8,1.0,0.0,0.0,0.0,0.0
4.사기헤어오일-MO,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,240,11.0,1.0,14690.0,0.0,0.0
4.사기헤어오일-MO,25세 ~ 29세,네이버_쇼핑검색,타겟팅,363.0,335,20.0,2.0,55860.0,15388.429752066117,181.5
4.사기헤어오일-MO,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,271,12.0,2.0,57800.0,0.0,0.0
4.사기헤어오일-MO,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,316,14.0,1.0,15000.0,0.0,0.0
4.사기헤어오일-MO,40세 ~ 44세,네이버_쇼핑검색,타겟팅,297.0,356,8.0,2.0,57800.0,19461.27946127946,148.5
4.사기헤어오일-MO,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,321,18.0,3.0,112120.0,0.0,0.0
4.사기헤어오일-MO,50세 ~ 54세,네이버_쇼핑검색,타겟팅,352.0,227,13.0,1.0,28130.0,7991.477272727273,352.0
4.사기헤어오일-MO,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,106,9.0,0.0,0.0,0.0,0.0
4.사기헤어오일-MO,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,151,12.0,1.0,29000.0,0.0,0.0
4.사기헤어오일-MO,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,35539,35.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,15,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,14세 미만,네이버_쇼핑검색,타겟팅,0.0,3,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,109,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,25세 ~ 29세,네이버_쇼핑검색,타겟팅,462.0,337,3.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,380,6.0,1.0,29000.0,0.0,0.0
4.사기헤어오일-PC,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,278,5.0,3.0,71100.0,0.0,0.0
4.사기헤어오일-PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,352,1.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,218,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,194,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,59,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,77,0.0,0.0,0.0,0.0,0.0
4.사기헤어오일-PC,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,1466,3.0,2.0,57800.0,0.0,0.0
4.젖은머리오일-MO,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,44,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,14세 미만,네이버_쇼핑검색,타겟팅,0.0,2,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,203,1.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,25세 ~ 29세,네이버_쇼핑검색,타겟팅,550.0,279,4.0,1.0,28000.0,5090.909090909091,550.0
4.젖은머리오일-MO,30세 ~ 34세,네이버_쇼핑검색,타겟팅,55.0,251,5.0,1.0,28000.0,50909.090909090904,55.0
4.젖은머리오일-MO,35세 ~ 39세,네이버_쇼핑검색,타겟팅,462.0,146,7.0,2.0,56000.0,12121.212121212122,231.0
4.젖은머리오일-MO,40세 ~ 44세,네이버_쇼핑검색,타겟팅,440.0,68,4.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,65,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,62,1.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,23,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,60세 ~ 99세,네이버_쇼핑검색,타겟팅,440.0,33,3.0,0.0,0.0,0.0,0.0
4.젖은머리오일-MO,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,30,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,2,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,19,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,22,1.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,35세 ~ 39세,네이버_쇼핑검색,타겟팅,396.0,11,2.0,1.0,27160.0,6858.585858585859,396.0
4.젖은머리오일-PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,6,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,5,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,5,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,5,0.0,0.0,0.0,0.0,0.0
4.젖은머리오일-PC,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,24,0.0,0.0,0.0,0.0,0.0
5.두피각질-MO,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,141,0.0,0.0,0.0,0.0,0.0
5.두피각질-MO,14세 미만,네이버_쇼핑검색,타겟팅,0.0,13,1.0,0.0,0.0,0.0,0.0
5.두피각질-MO,19세 ~ 24세,네이버_쇼핑검색,타겟팅,451.0,277,7.0,1.0,28000.0,6208.425720620843,451.0
5.두피각질-MO,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,330,7.0,0.0,0.0,0.0,0.0
5.두피각질-MO,30세 ~ 34세,네이버_쇼핑검색,타겟팅,462.0,369,18.0,2.0,55160.0,11939.39393939394,231.0
5.두피각질-MO,35세 ~ 39세,네이버_쇼핑검색,타겟팅,2288.0,310,10.0,3.0,83160.0,3634.6153846153848,762.6666666666666
5.두피각질-MO,40세 ~ 44세,네이버_쇼핑검색,타겟팅,627.0,329,7.0,1.0,12000.0,1913.8755980861245,627.0
5.두피각질-MO,45세 ~ 49세,네이버_쇼핑검색,타겟팅,1364.0,295,3.0,0.0,0.0,0.0,0.0
5.두피각질-MO,50세 ~ 54세,네이버_쇼핑검색,타겟팅,583.0,172,3.0,0.0,0.0,0.0,0.0
5.두피각질-MO,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,94,2.0,0.0,0.0,0.0,0.0
5.두피각질-MO,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,98,0.0,0.0,0.0,0.0,0.0
5.두피각질-MO,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,22107,19.0,0.0,0.0,0.0,0.0
5.두피각질-PC,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,3,0.0,0.0,0.0,0.0,0.0
5.두피각질-PC,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,4,1.0,0.0,0.0,0.0,0.0
5.두피각질-PC,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,7,0.0,0.0,0.0,0.0,0.0
5.두피각질-PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,28,1.0,0.0,0.0,0.0,0.0
5.두피각질-PC,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,24,1.0,0.0,0.0,0.0,0.0
5.두피각질-PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,17,0.0,0.0,0.0,0.0,0.0
5.두피각질-PC,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,15,0.0,0.0,0.0,0.0,0.0
5.두피각질-PC,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,14,0.0,0.0,0.0,0.0,0.0
5.두피각질-PC,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,3,1.0,0.0,0.0,0.0,0.0
5.두피각질-PC,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,241,0.0,0.0,0.0,0.0,0.0
5.사과식초_MO,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,136,0.0,0.0,0.0,0.0,0.0
5.사과식초_MO,14세 미만,네이버_쇼핑검색,타겟팅,0.0,16,0.0,0.0,0.0,0.0,0.0
5.사과식초_MO,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,414,1.0,0.0,0.0,0.0,0.0
5.사과식초_MO,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,770,1.0,0.0,0.0,0.0,0.0
5.사과식초_MO,30세 ~ 34세,네이버_쇼핑검색,타겟팅,660.0,1053,5.0,0.0,0.0,0.0,0.0
5.사과식초_MO,35세 ~ 39세,네이버_쇼핑검색,타겟팅,330.0,1429,5.0,0.0,0.0,0.0,0.0
5.사과식초_MO,40세 ~ 44세,네이버_쇼핑검색,타겟팅,330.0,2113,7.0,1.0,15500.0,4696.969696969697,330.0
5.사과식초_MO,45세 ~ 49세,네이버_쇼핑검색,타겟팅,330.0,1772,5.0,0.0,0.0,0.0,0.0
5.사과식초_MO,50세 ~ 54세,네이버_쇼핑검색,타겟팅,330.0,1412,4.0,0.0,0.0,0.0,0.0
5.사과식초_MO,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,715,0.0,0.0,0.0,0.0,0.0
5.사과식초_MO,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,759,1.0,0.0,0.0,0.0,0.0
5.사과식초_MO,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,5113,3.0,0.0,0.0,0.0,0.0
5.사과식초_PC,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,16,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,14세 미만,네이버_쇼핑검색,타겟팅,0.0,1,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,58,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,175,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,265,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,224,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,319,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,253,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,182,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,74,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,71,0.0,0.0,0.0,0.0,0.0
5.사과식초_PC,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,749,0.0,0.0,0.0,0.0,0.0
6.보색_PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,2,0.0,0.0,0.0,0.0,0.0
6.보색_PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,1,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,300,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,14세 미만,네이버_쇼핑검색,타겟팅,0.0,41,1.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,19세 ~ 24세,네이버_쇼핑검색,타겟팅,330.0,696,1.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,1154,1.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,30세 ~ 34세,네이버_쇼핑검색,타겟팅,330.0,1650,4.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,35세 ~ 39세,네이버_쇼핑검색,타겟팅,330.0,2108,6.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,40세 ~ 44세,네이버_쇼핑검색,타겟팅,330.0,2960,11.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,45세 ~ 49세,네이버_쇼핑검색,타겟팅,330.0,2913,12.0,1.0,29000.0,8787.878787878788,330.0
7.퍼퓸헤어오일_MO,50세 ~ 54세,네이버_쇼핑검색,타겟팅,330.0,2436,8.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,1181,2.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,1101,4.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_MO,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,3176,1.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,4,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,82,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,189,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,215,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,170,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,263,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,129,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,125,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,26,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,53,0.0,0.0,0.0,0.0,0.0
7.퍼퓸헤어오일_PC,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,363,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,54,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,14세 미만,네이버_쇼핑검색,타겟팅,0.0,5,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,150,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,25세 ~ 29세,네이버_쇼핑검색,타겟팅,330.0,270,1.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,261,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,166,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,40세 ~ 44세,네이버_쇼핑검색,타겟팅,330.0,149,1.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,45세 ~ 49세,네이버_쇼핑검색,타겟팅,330.0,94,1.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,43,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,10,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,25,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_MO,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,58,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,14세 ~ 18세,네이버_쇼핑검색,타겟팅,0.0,2,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,19세 ~ 24세,네이버_쇼핑검색,타겟팅,0.0,20,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,25세 ~ 29세,네이버_쇼핑검색,타겟팅,0.0,168,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,30세 ~ 34세,네이버_쇼핑검색,타겟팅,0.0,142,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,35세 ~ 39세,네이버_쇼핑검색,타겟팅,0.0,60,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,40세 ~ 44세,네이버_쇼핑검색,타겟팅,0.0,21,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,45세 ~ 49세,네이버_쇼핑검색,타겟팅,0.0,14,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,50세 ~ 54세,네이버_쇼핑검색,타겟팅,0.0,24,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,55세 ~ 59세,네이버_쇼핑검색,타겟팅,0.0,4,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,60세 ~ 99세,네이버_쇼핑검색,타겟팅,0.0,7,0.0,0.0,0.0,0.0,0.0
8.폴리쉬오일_PC,알 수 없음,네이버_쇼핑검색,타겟팅,0.0,157,0.0,0.0,0.0,0.0,0.0
동영상 전환수 - 2024-08-14,AGE_RANGE_18_24,구글_디맨드젠,리타겟팅,0.0,40328,93.0,5.005834,123572.6864,0.0,0.0
동영상 전환수 - 2024-08-14,AGE_RANGE_25_34,구글_디맨드젠,리타겟팅,0.0,238860,521.0,20.0,514400.0,0.0,0.0
동영상 전환수 - 2024-08-14,AGE_RANGE_35_44,구글_디맨드젠,리타겟팅,0.0,279486,798.0,27.509247,726735.0745999999,0.0,0.0
동영상 전환수 - 2024-08-14,AGE_RANGE_45_54,구글_디맨드젠,리타겟팅,0.0,309120,1239.0,57.397204,1591318.7274,0.0,0.0
동영상 전환수 - 2024-08-14,AGE_RANGE_55_64,구글_디맨드젠,리타겟팅,0.0,106190,612.0,17.984524999999998,443884.7572,0.0,0.0
동영상 전환수 - 2024-08-14,AGE_RANGE_65_UP,구글_디맨드젠,리타겟팅,0.0,18353,128.0,3.0012,74044.4592,0.0,0.0
동영상 전환수 - 2024-08-14,AGE_RANGE_UNDETERMINED,구글_디맨드젠,리타겟팅,0.0,29276,68.0,3.0,84600.0,0.0,0.0
디맨드젠-러그_매트_로브_룸슈즈,AGE_RANGE_18_24,구글_디맨드젠,리타겟팅,0.0,2428,11.0,0.0,0.0,0.0,0.0
디맨드젠-러그_매트_로브_룸슈즈,AGE_RANGE_25_34,구글_디맨드젠,리타겟팅,0.0,5689,23.0,0.0,0.0,0.0,0.0
디맨드젠-러그_매트_로브_룸슈즈,AGE_RANGE_35_44,구글_디맨드젠,리타겟팅,0.0,9303,56.0,0.0,0.0,0.0,0.0
디맨드젠-러그_매트_로브_룸슈즈,AGE_RANGE_45_54,구글_디맨드젠,리타겟팅,0.0,16249,134.0,0.0,0.0,0.0,0.0
디맨드젠-러그_매트_로브_룸슈즈,AGE_RANGE_55_64,구글_디맨드젠,리타겟팅,0.0,10987,120.0,0.0,0.0,0.0,0.0
디맨드젠-러그_매트_로브_룸슈즈,AGE_RANGE_65_UP,구글_디맨드젠,리타겟팅,0.0,1781,25.0,0.0,0.0,0.0,0.0
디맨드젠-러그_매트_로브_룸슈즈,AGE_RANGE_UNDETERMINED,구글_디맨드젠,리타겟팅,0.0,10277,46.0,0.0,0.0,0.0,0.0
쇼핑캠페인-러그_발매트_로브_룸슈즈,AGE_RANGE_18_24,구분필요,리타겟팅,0.0,341,5.0,0.0,0.0,0.0,0.0
쇼핑캠페인-러그_발매트_로브_룸슈즈,AGE_RANGE_25_34,구분필요,리타겟팅,0.0,548,4.0,0.0,0.0,0.0,0.0
쇼핑캠페인-러그_발매트_로브_룸슈즈,AGE_RANGE_35_44,구분필요,리타겟팅,0.0,381,4.0,0.0,0.0,0.0,0.0
쇼핑캠페인-러그_발매트_로브_룸슈즈,AGE_RANGE_45_54,구분필요,리타겟팅,0.0,283,0.0,0.0,0.0,0.0,0.0
쇼핑캠페인-러그_발매트_로브_룸슈즈,AGE_RANGE_55_64,구분필요,리타겟팅,0.0,144,3.0,0.0,0.0,0.0,0.0
쇼핑캠페인-러그_발매트_로브_룸슈즈,AGE_RANGE_65_UP,구분필요,리타겟팅,0.0,59,0.0,0.0,0.0,0.0,0.0
쇼핑캠페인-러그_발매트_로브_룸슈즈,AGE_RANGE_UNDETERMINED,구분필요,리타겟팅,0.0,1710,5.0,0.0,0.0,0.0,0.0
이미지,AGE_RANGE_18_24,구글_디맨드젠,리타겟팅,0.0,422,4.0,0.0,0.0,0.0,0.0
이미지,AGE_RANGE_25_34,구글_디맨드젠,리타겟팅,0.0,2220,52.0,0.0,0.0,0.0,0.0
이미지,AGE_RANGE_35_44,구글_디맨드젠,리타겟팅,0.0,7191,176.0,7.991041,232710.56339999998,0.0,0.0
이미지,AGE_RANGE_45_54,구글_디맨드젠,리타겟팅,0.0,13534,410.0,8.99183,266158.168,0.0,0.0
이미지,AGE_RANGE_55_64,구글_디맨드젠,리타겟팅,0.0,28428,793.0,2.333334,119466.6864,0.0,0.0
이미지,AGE_RANGE_65_UP,구글_디맨드젠,리타겟팅,0.0,30389,788.0,0.0,0.0,0.0,0.0
이미지,AGE_RANGE_UNDETERMINED,구글_디맨드젠,리타겟팅,0.0,340,8.0,0.0,0.0,0.0,0.0
